section,measure,category,count,denominator,percent,value,value_text,unit,denominator_definition,response_type,work_ids,note
Specialties and professions,Checked specialty/profession frequency,Primary care,11,485,2.3,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,7442954006aac8fa63fa;6f1527fb10827ca1da01;7ab76d429b6539b40243;7571d4d2871565bc5c1c;7920ebcf271025a5a8ee;2877ad2c6a928639280a;5e9d52b66e4686a38781;9eabda9ff317373c18d3;3e6c586541bbab277f12;d90096afc3b383fbecb7;4823a4ac11c66c68a7d4,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Health professions education,9,485,1.9,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,31f58d5793ca1ef590ea;sci_f57abde71790ef1bc83d;4301913b143d4dcf67c6;592d3957693502aad933;891bdc5ee1f3d07f820a;107a276748b6c98a2e50;49a3c3f5df637d33e854;6e06ede93e94c8f8e15c;abda3007be07a5153c0c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Critical care,8,485,1.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,2610ebe5f560db94c888;035291e867ecf965f467;4eabef99b9ccb8ef8fd4;38300507331b97225df5;56dc16bbc7cd98ca993a;caf55d1c5f0358791a96;33fa7a94d105663796d8;ac37bfba546f78614410,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Paediatrics,8,485,1.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,7d5cb710e5a6901bbaaa;7ab76d429b6539b40243;5aeb6b891099b95aa832;434224fa76b1280311a5;bed98da775e40e17c44e;b4fa4675ffa2674da6e1;a44cf2193e8756673fa7;bad1f4fb855554cb4aba,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Interprofessional,7,485,1.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,7d5cb710e5a6901bbaaa;0b1e929029c5b43c5beb;b608f772e32f2dbbff5e;5aa2066f4c78fde5a50b;ae74530d7e9fa7f91f65;2972cffe675ec25e930c;d11ce96adb05741aef6d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Palliative care,7,485,1.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,72c30900482428bf1e49;ac7ed05801a4bd006e07;3a5aebe14250eec39412;0038624c09ec9fe46395;81e99943a71c35f1b5e2;6fdf974a01dd27215f86;76a6c8049ee4223224f6,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Public health,7,485,1.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,98459bc57c099322761c;a2fb845a99fa4f6e080c;50e4613efeaaadc861f8;3a87ecbc1ceea37e2382;25591cbc3c2b21cbfbdf;60653c070afcf8848788;096c409373966ea99821,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Endodontics,6,485,1.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4c4dc7fcefb1e9f3abdf;8ad0258644c0c312a7d8;e73b99fafd0009a6e927;sci_454fe3ad37947557e9a6;sci_aea73a0d6d3e592a48a0;1131dfab50144331e92a,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Gastroenterology,5,485,1.0,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,07d462beafe4d21ba016;3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d;582bc7c400fa7acf214f,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Nephrology,5,485,1.0,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,03345c1deb2aad29820e;4b7753ecc7bff0d54289;caf55d1c5f0358791a96;8ce5650fcd50af3976ab;8bece1a102e2fe87b74e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Oncology,5,485,1.0,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e7357cbd0c17edcf1ae4;ce47d43f097c456cdf45;59ac00c951a84da39213;eb664530dc232a9e1750;76a6c8049ee4223224f6,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Ophthalmology,5,485,1.0,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,2a63460a75ff944e1d44;adc1485c258278b24c4e;7a269bae27b9f603ddda;6f1527fb10827ca1da01;681bba8e632d1614f426,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Rheumatology,5,485,1.0,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,64947cabbe7282713c10;538dc624d4f06d86f6a2;bb3a5362f067d65fc98d;ed80b78f8297d945224d;db6b016a13edb570269a,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Addiction medicine,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,b052274076e5e7cc16db;328dc44eb7208308940c;7920ebcf271025a5a8ee;c301ce506b01b01e6207,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Anaesthesiology,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,035291e867ecf965f467;da920e8320da57a1954a;48a55d4cf5cff922481f;b75fad8b8777d2f878b6,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Anesthesiology,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,47160b043b610b447eca;34ab5ecef79b768723f6;272439595ff3b96c35f3;e2a36443154e9a33aff9,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Cardiology,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,94ed3a0dbe4657397dc4;72f2fcd3a833c8b6e39e;f5e8d39c518465a0d255;81e99943a71c35f1b5e2,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Counselling psychotherapy,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,sci_a8f02e0b2a448efff5e6;sci_6140618886946efd3455;sci_93a452609f10d60e9d33;4dcbdf4bf0f5a9a6c8c8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Dermatology,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,598901438bbefd691625;de583e684ddd0364a161;8094cb5448e9c4e2f371;243562012607f7033171,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Internal medicine,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f54e36609097c96e8b6d;c6db1164aeacaa778bd4;da4715a1835405ea02b7;7f735724143207af94c1,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Medical imaging education,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4fed0ae03cd7415c40f4;sci_d54eaf2ee85c6160a060;0fe5747ae7b23830be21;d2f64f874b70a189b145,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Neurosurgery,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ead3628c23fe3e244e24;50ac103890932b40242c;c6788113fb3c0b6f7bcf;8616afb3ca85007ec9d7,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Physiotherapy,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,a32c2fb665f05ef6086f;359e1289e1f098bb36e2;ab784e3f29bfc7622997;00b1591b551023fc549f,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Psychology,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,eb6afac746ee34d7a37f;71a491a468f6c4c71249;f4d7fdee2c3cc083329d;20e73ed62a3078e6a9b4,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Psychotherapy,4,485,0.8,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,e4a287ed511b7be9baa5;ed23e4c8ee00516d2110;sci_ce41b4792638011f5d74;sci_637ee1f73b6fd5027d1c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Anatomy education,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,sci_0f0b074ee785f63a5645;3e3d7476a0d0198a12a3;3cc4d65478e63af8ab6e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Disaster medicine,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,061a5c17950367156401;6d3fca2519e927f795b8;902be756a877af6118c0,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,General surgery,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ba93136b38c9a66d059f;79301031755b16db8fe6;1c5402a057ba8f451244,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Healthcare professionals,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,1a1d7801effe1e2b850a;1557e783fc8af1e8fdd6;70cb1e0a134b7f41b447,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Midwifery,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4cac4c9f22b3d59d56dd;e2272dd53f2ee764e3a8;766fde2e997ea8140bd0,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Neonatology,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,5aeb6b891099b95aa832;7a9ca4d4d16f4705139f;24ffbec5a9dbce04e0fd,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Otolaryngology,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,sci_7924be52acf88877d8df;5b356113a239c62ba5ac;6ad5ba253eb6dea25a47,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Paramedicine ems,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,64a85483f87115653128;6d3fca2519e927f795b8;b6f4bfb66f82ba008b32,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Radiology,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,633dafafd7b2de3e7ad0;e5304eeb960c6393b03a;197361cc9246160f71a5,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Respiratory medicine,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,c2d6c7abc598aacc0368;096c409373966ea99821;00b1591b551023fc549f,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Traditional korean medicine,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,64d8153970a657aa23b0;4b471ab893f0c3845025;15b1e2fee67db58575b7,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Urology,3,485,0.6,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,166aa3cc368ebd076b91;ebc2ea10b1b751d8e58c;db80308782a219cbea0e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Anaesthesia,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,56dc16bbc7cd98ca993a;43800694173ba371af4f,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Audiology,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,0835d7fde9c090ca963c;6457c6be7c6ba150ede6,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Dementia care,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,9d1c14070287793c215b;235688621e9d66593a40,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Endocrinology,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,7f84c902e862e25dbf2c;59ac00c951a84da39213,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,General practice,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,3e6c586541bbab277f12;4823a4ac11c66c68a7d4,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Geriatrics,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,9d1c14070287793c215b;7f735724143207af94c1,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Neurology,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,594d7ce86781a2e8398f;593c7da1de5e9f26b59d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Nurse practitioner,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,2972cffe675ec25e930c;ef046f239f256df5f180,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Nutrition and dietetics,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,00dc13a955ae4496d4ca;dec5b56924e40c32e506,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Obstetrics,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,8f2528d2ba0e05485210;e2272dd53f2ee764e3a8,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Occupational therapy,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,eee52e824f1559f7759a;5e70fc602d28beb4158b,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Orthopaedic surgery,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,ee3afe8181b997d521a2;5c99d6be17d81210020f,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Paramedicine,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,a03df064164f1b54d1d5;5a18de075da6eacf874c,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Patient safety,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,4eabef99b9ccb8ef8fd4;4c580842a4d610a72e9d,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Physiology,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,6e7213516f82875618ff;d6b29e9cea0c868cc28e,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Plastic surgery,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,c9defba9bce13454aa5f;843a6b1f2c79c1bd4273,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Smoking cessation,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,c2d6c7abc598aacc0368;08cc34de5385d0bd76a6,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Social work,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,b608f772e32f2dbbff5e;327767a02786d8ff7a19,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Suicide prevention,2,485,0.4,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,be9dea9f8b093b59c0c4;73f1b1dee9a19c0ea0af,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Adolescent health,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,3a87ecbc1ceea37e2382,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Aesthetic medicine,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,598901438bbefd691625,Source-grounded checked free-text category; counted once per work.
Specialties and professions,Checked specialty/profession frequency,Athletic training,1,485,0.2,,,canonical works,all canonical works,multiple response; percentages may sum to more than 100%,f917e0b66cef158b9df0,Source-grounded checked free-text category; counted once per work.
