section,measure,category,count,denominator,percent,value,value_text,unit,denominator_definition,response_type,work_ids,note
Exact-identifier metadata sensitivity: publication sources,Source frequency,Advances in Simulation,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,116dd099707d378fb9a6;272439595ff3b96c35f3;4301913b143d4dcf67c6;56dc16bbc7cd98ca993a;766d498375e7ceff4c70;81337a44aeb46520e3ec;f30eee8f6354bfa06744,Normalization key: openalex:https://openalex.org/s2739124158.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Clinical Simulation in Nursing,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,3d4ea70252a23ce4cd2f;7920ebcf271025a5a8ee;891bdc5ee1f3d07f820a;b052274076e5e7cc16db;e5e611fc18a4d66128d9;sci_a90d053bc1db526acda9;sci_f2cc5417df9af41a5165,Normalization key: openalex:https://openalex.org/s204691484.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Frontiers in Medicine,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,31f58d5793ca1ef590ea;6f1527fb10827ca1da01;73cb9769cd2180a04bb0;9053eb63f4358c343310;bd0527af9d9859ca54bb;da4715a1835405ea02b7;eb8b75c75edacbfa547b,Normalization key: openalex:https://openalex.org/s2597052008.
Exact-identifier metadata sensitivity: publication sources,Source frequency,JMIR Formative Research,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,0c75f057197182777687;24c93ac0955292251f20;4fdab8147c5288a598e6;5da1c6c1e35204ff7f9d;64a85483f87115653128;7713a8c3085fddc6419c;c2a9bbee811cd29891e3,Normalization key: openalex:https://openalex.org/s4210234749.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Journal of Dental Education,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,3aba8ba7976a49acd0ac;4c4dc7fcefb1e9f3abdf;8ad0258644c0c312a7d8;b2f1db675b2599e354ab;b3e39792f96130f4a0b4;ba402925b430558ae1e0;eb0a6b505c3ccc9e534d,Normalization key: openalex:https://openalex.org/s121799786.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Nurse Education in Practice,7,472,1.5,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,6a18d985481870e99d72;8f2528d2ba0e05485210;902be756a877af6118c0;c13d5a010789f6f44c11;e82a026a5524b0d4f0d3;sci_333316fb42bc0b910010;sci_9353c3c154cbf1cd3c54,Normalization key: openalex:https://openalex.org/s139566883.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Lecture notes in computer science,6,472,1.3,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,25f6a5df250f3ed0360b;4f06f0d72a1de087b5c5;68306d2649f0e34ccfa7;7fc0513f51b7c61dad31;9d44b976cb2c076751e8;f9c1bb8b50eb65edbf84,Normalization key: openalex:https://openalex.org/s106296714.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Nurse Education Today,5,472,1.1,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,2610ebe5f560db94c888;3adc77e0b0502fcefcc3;434224fa76b1280311a5;58a5647e55ff3ae5746e;669cbda7d16ac3f32155,Normalization key: openalex:https://openalex.org/s62565178.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Nurse Educator,5,472,1.1,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,0b1e929029c5b43c5beb;4252b0b43599d37a154a;4bae43896a7e20da2e4b;60653c070afcf8848788;7ab76d429b6539b40243,Normalization key: openalex:https://openalex.org/s203226007.
Exact-identifier metadata sensitivity: publication sources,Source frequency,2026 IEEE 14th International Conference on Healthcare Informatics (ICHI),4,472,0.8,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,20e73ed62a3078e6a9b4;425ec6ee2ca714b7434a;4a9222af3af0a24b98ba;f68a92632e9b465b9cd8,Normalization key: name:2026 ieee 14th international conference on healthcare informatics (ichi).
Exact-identifier metadata sensitivity: publication sources,Source frequency,BMC Nursing,4,472,0.8,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,03dcc8a1b078476d19e0;7a5ffafc98c031b3684e;94ed3a0dbe4657397dc4;c58a4682ca46d2e66e96,Normalization key: openalex:https://openalex.org/s107799410.
Exact-identifier metadata sensitivity: publication sources,Source frequency,DOAJ (DOAJ: Directory of Open Access Journals),4,472,0.8,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,1f1c780e93f8833f8015;3e6c586541bbab277f12;b36e071a220a2c96e7c2;b777355095979479280c,Normalization key: openalex:https://openalex.org/s4306401280.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Medical Science Educator,4,472,0.8,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,49a3c3f5df637d33e854;b4ed643f7430dbf0ccb9;f5e8d39c518465a0d255;sci_300870bf7109221baf28,Normalization key: openalex:https://openalex.org/s2764386890.
Exact-identifier metadata sensitivity: publication sources,Source frequency,American Journal of Pharmaceutical Education,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,7f98755e27ed54f044ae;e28e63bbe4974bda0026;e4987ba5c8f46735e9ff,Normalization key: openalex:https://openalex.org/s32993367.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Applied Sciences,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,1df5cdc0b4ba5e34b2ba;6ab002878664147423a1;e5814fecd144cc3fe016,Normalization key: openalex:https://openalex.org/s4210205812.
Exact-identifier metadata sensitivity: publication sources,Source frequency,BJPsych Open,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,4f796e0ce90dce8d4da8;86d7e55b4cfd49b202f0;b216d2e3bbb753147fd2,Normalization key: openalex:https://openalex.org/s2764831659.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Communications in computer and information science,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,4b5e1bc310423d1d0555;ab784e3f29bfc7622997;e9d6ceded269a04cde99,Normalization key: openalex:https://openalex.org/s2764900261.
Exact-identifier metadata sensitivity: publication sources,Source frequency,International Medical Education,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,58483951ebaed609e26a;7f84c902e862e25dbf2c;e2272dd53f2ee764e3a8,Normalization key: openalex:https://openalex.org/s4387280660.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Journal of surgical education,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,1c5402a057ba8f451244;501d19c3bd3160083e8a;sci_1b84a9e2391f6779175c,Normalization key: openalex:https://openalex.org/s74622277.
Exact-identifier metadata sensitivity: publication sources,Source frequency,Medical Education,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,1158803af3fb0ab9c072;5d6128771afb1cccb251;cc3c546075dc11e58802,Normalization key: openalex:https://openalex.org/s54816476.
Exact-identifier metadata sensitivity: publication sources,Source frequency,npj Digital Medicine,3,472,0.6,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,aa05a5932f8ebb716574;adc1485c258278b24c4e;ea8e0a7c38a125bf8f1d,Normalization key: openalex:https://openalex.org/s4210195431.
Exact-identifier metadata sensitivity: publication sources,Source frequency,2024 Joint 13th International Conference on Soft Computing and Intelligent Systems and 25th International Symposium on Advanced Intelligent Systems (SCIS&ISIS),2,472,0.4,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,859f96f4eca259cdb9e8;fcd1902a5e565b2d2fcc,Normalization key: name:2024 joint 13th international conference on soft computing and intelligent systems and 25th international symposium on advanced intelligent systems (scis&isis).
Exact-identifier metadata sensitivity: publication sources,Source frequency,Advances in Medical Education and Practice,2,472,0.4,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,588316012a3f2d9b790a;9287cf74b213e44a489d,Normalization key: openalex:https://openalex.org/s2765062736.
Exact-identifier metadata sensitivity: publication sources,Source frequency,BMC Psychiatry,2,472,0.4,,,unique studies,studies with an exact DOI or OpenAlex-ID match,single response; mutually exclusive normalized publication source,2c33e3b00e199776ba05;be9dea9f8b093b59c0c4,Normalization key: openalex:https://openalex.org/s94610253.
