section,measure,category,count,denominator,percent,value,value_text,unit,denominator_definition,response_type,work_ids,note
Author productivity,Canonical work count,Faris F Halaseh,3,477,0.6,,openalex:https://openalex.org/a5054259591,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2dd7865e84af395616af;38300507331b97225df5;c2a9bbee811cd29891e3,OpenAlex author ID
Author productivity,Canonical work count,Hye-Yoon Lee,3,477,0.6,,openalex:https://openalex.org/a5065908074,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,15b1e2fee67db58575b7;64d8153970a657aa23b0;ed072d60d05f5e236143,OpenAlex author ID
Author productivity,Canonical work count,Héctor Iván Saldívar-Cerón,3,477,0.6,,openalex:https://openalex.org/a5030924477,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,59ac00c951a84da39213;7f84c902e862e25dbf2c;98c23d01b9fb23bd43c4,OpenAlex author ID
Author productivity,Canonical work count,Jasjeet S. Sekhon,3,477,0.6,,openalex:https://openalex.org/a5049923911,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Jundong Kim,3,477,0.6,,openalex:https://openalex.org/a5042129008,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,15b1e2fee67db58575b7;64d8153970a657aa23b0;ed072d60d05f5e236143,OpenAlex author ID
Author productivity,Canonical work count,Kisung You,3,477,0.6,,openalex:https://openalex.org/a5012261592,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Krystle K. Campbell,3,477,0.6,,openalex:https://openalex.org/a5044917797,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,44090e715310ee158f37;67e2860b474712736027;9b5ff9099d241db5f86a,OpenAlex author ID
Author productivity,Canonical work count,Lea Herschbach,3,477,0.6,,openalex:https://openalex.org/a5092807058,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0de698b6ef36192c9365;282aa7d3820de53059e9;cfa4cceea1f21315935e,OpenAlex author ID
Author productivity,Canonical work count,Linxuan Zhao,3,477,0.6,,openalex:https://openalex.org/a5025145937,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,26de74e3debea64ac297;43f6ad0fa6f4597d56fc;d11ce96adb05741aef6d,OpenAlex author ID
Author productivity,Canonical work count,Loren Laine,3,477,0.6,,openalex:https://openalex.org/a5009097451,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Masashi Yokose,3,477,0.6,,openalex:https://openalex.org/a5064143364,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0c75f057197182777687;4fdab8147c5288a598e6;f4631b37b9a1fd57d914,OpenAlex author ID
Author productivity,Canonical work count,Mauro Giuffrè,3,477,0.6,,openalex:https://openalex.org/a5068428372,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Riley Scherr,3,477,0.6,,openalex:https://openalex.org/a5092165603,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2dd7865e84af395616af;38300507331b97225df5;c2a9bbee811cd29891e3,OpenAlex author ID
Author productivity,Canonical work count,Roberto Martínez‐Maldonado,3,477,0.6,,openalex:https://openalex.org/a5052017575,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,26de74e3debea64ac297;43f6ad0fa6f4597d56fc;d11ce96adb05741aef6d,OpenAlex author ID
Author productivity,Canonical work count,Ronald Rivera,3,477,0.6,,openalex:https://openalex.org/a5069196026,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2dd7865e84af395616af;38300507331b97225df5;c2a9bbee811cd29891e3,OpenAlex author ID
Author productivity,Canonical work count,Saman Andalib,3,477,0.6,,openalex:https://openalex.org/a5076884200,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2dd7865e84af395616af;38300507331b97225df5;c2a9bbee811cd29891e3,OpenAlex author ID
Author productivity,Canonical work count,Shin-Young Kang,3,477,0.6,,openalex:https://openalex.org/a5110331380,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,296fc2ba93325a6b3ed0;44090e715310ee158f37;67e2860b474712736027,OpenAlex author ID
Author productivity,Canonical work count,Sunny Chung,3,477,0.6,,openalex:https://openalex.org/a5063307794,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Takanobu Hirosawa,3,477,0.6,,openalex:https://openalex.org/a5043968090,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0c75f057197182777687;4fdab8147c5288a598e6;f4631b37b9a1fd57d914,OpenAlex author ID
Author productivity,Canonical work count,Teresa Festl‐Wietek,3,477,0.6,,openalex:https://openalex.org/a5068078823,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,01a746b554d461cb998c;0de698b6ef36192c9365;cfa4cceea1f21315935e,OpenAlex author ID
Author productivity,Canonical work count,Tetsu Sakamoto,3,477,0.6,,openalex:https://openalex.org/a5011099201,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0c75f057197182777687;4fdab8147c5288a598e6;f4631b37b9a1fd57d914,OpenAlex author ID
Author productivity,Canonical work count,Theo Saarinen,3,477,0.6,,openalex:https://openalex.org/a5067653860,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,3b0e82db448631888b4c;c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Vanessa Echeverría,3,477,0.6,,openalex:https://openalex.org/a5067966650,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,26de74e3debea64ac297;43f6ad0fa6f4597d56fc;d11ce96adb05741aef6d,OpenAlex author ID
Author productivity,Canonical work count,Yossi Levi‐Belz,3,477,0.6,,openalex:https://openalex.org/a5051456030,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,bd0527af9d9859ca54bb;be9dea9f8b093b59c0c4;d06c6ad96bb08eb739dc,OpenAlex author ID
Author productivity,Canonical work count,Yukinori Harada,3,477,0.6,,openalex:https://openalex.org/a5043660785,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0c75f057197182777687;4fdab8147c5288a598e6;f4631b37b9a1fd57d914,OpenAlex author ID
Author productivity,Canonical work count,Adolfo René Méndez‐Cruz,2,477,0.4,,openalex:https://openalex.org/a5074618559,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,59ac00c951a84da39213;98c23d01b9fb23bd43c4,OpenAlex author ID
Author productivity,Canonical work count,Aidan J. Or,2,477,0.4,,openalex:https://openalex.org/a5098814336,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,b2f1db675b2599e354ab;eb0a6b505c3ccc9e534d,OpenAlex author ID
Author productivity,Canonical work count,Alanna Sugarman,2,477,0.4,,openalex:https://openalex.org/a5087651566,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,24c93ac0955292251f20;f74b171e97e291bab8d3,OpenAlex author ID
Author productivity,Canonical work count,Alanson P. Sample,2,477,0.4,,openalex:https://openalex.org/a5047416400,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,43f6ad0fa6f4597d56fc;bc52d7f8f145e43beefc,OpenAlex author ID
Author productivity,Canonical work count,Alessandra Sonanini,2,477,0.4,,openalex:https://openalex.org/a5107805579,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0de698b6ef36192c9365;282aa7d3820de53059e9,OpenAlex author ID
Author productivity,Canonical work count,Allen Hsiao,2,477,0.4,,openalex:https://openalex.org/a5067404025,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,c6db1164aeacaa778bd4;ea8e0a7c38a125bf8f1d,OpenAlex author ID
Author productivity,Canonical work count,Anshul Kumar,2,477,0.4,,openalex:https://openalex.org/a5011936649,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,155acc9f21eba7b06b56;aea68236a77645892d74,OpenAlex author ID
Author productivity,Canonical work count,Arash Iranfar,2,477,0.4,,openalex:https://openalex.org/a5081618745,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2f08c4b2b3acc1eaa9d5;f2be4ac5256845407914,OpenAlex author ID
Author productivity,Canonical work count,Ari Evelyn Castañeda-Ramírez,2,477,0.4,,openalex:https://openalex.org/a5007191198,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,59ac00c951a84da39213;98c23d01b9fb23bd43c4,OpenAlex author ID
Author productivity,Canonical work count,Ashim Malhotra,2,477,0.4,,openalex:https://openalex.org/a5044649001,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,180163049fadb98a0ef8;9ba2ceb3ea808e2794a1,OpenAlex author ID
Author productivity,Canonical work count,Athanasios Hassoulas,2,477,0.4,,openalex:https://openalex.org/a5025487300,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,4f796e0ce90dce8d4da8;c4f5fe90704c2aa68c75,OpenAlex author ID
Author productivity,Canonical work count,Aziel Alejandro Peralta Ramírez,2,477,0.4,,openalex:https://openalex.org/a5092303615,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,6d85b580a0562cc121d4;a2883a095e505041a802,OpenAlex author ID
Author productivity,Canonical work count,Babak Sarrafpour,2,477,0.4,,openalex:https://openalex.org/a5071006113,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,b2f1db675b2599e354ab;eb0a6b505c3ccc9e534d,OpenAlex author ID
Author productivity,Canonical work count,Behzad Moshiri,2,477,0.4,,openalex:https://openalex.org/a5073252452,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2f08c4b2b3acc1eaa9d5;f2be4ac5256845407914,OpenAlex author ID
Author productivity,Canonical work count,Bruno Manuel García-García,2,477,0.4,,openalex:https://openalex.org/a5119941970,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,59ac00c951a84da39213;7f84c902e862e25dbf2c,OpenAlex author ID
Author productivity,Canonical work count,Bryan Harmer,2,477,0.4,,openalex:https://openalex.org/a5094585257,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,43f6ad0fa6f4597d56fc;bc52d7f8f145e43beefc,OpenAlex author ID
Author productivity,Canonical work count,Cat Lutz,2,477,0.4,,openalex:https://openalex.org/a5041935915,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0aea8997b3d07a3c7455;b94b9bcb1d96d93db9c0,OpenAlex author ID
Author productivity,Canonical work count,Chris Jacobs,2,477,0.4,,openalex:https://openalex.org/a5008199358,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,c8c9e4c672bea3a6d994;d90096afc3b383fbecb7,OpenAlex author ID
Author productivity,Canonical work count,Christopher D. F. Honig,2,477,0.4,,openalex:https://openalex.org/a5007406648,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,a32c2fb665f05ef6086f;fa24b39d9c9c2f6142d6,OpenAlex author ID
Author productivity,Canonical work count,Cindy Weston,2,477,0.4,,openalex:https://openalex.org/a5019719500,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,b052274076e5e7cc16db;c301ce506b01b01e6207,OpenAlex author ID
Author productivity,Canonical work count,Dan Weisman,2,477,0.4,,openalex:https://openalex.org/a5058361281,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,24c93ac0955292251f20;f74b171e97e291bab8d3,OpenAlex author ID
Author productivity,Canonical work count,Danijela Gašević,2,477,0.4,,openalex:https://openalex.org/a5009039632,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,44d09fb5dabfde2e9e31;6d60da2f964efcc60587,OpenAlex author ID
Author productivity,Canonical work count,David A. Cook,2,477,0.4,,openalex:https://openalex.org/a5102930007,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,2877ad2c6a928639280a;fb4436cacb550c46d347,OpenAlex author ID
Author productivity,Canonical work count,David Donnermeyer,2,477,0.4,,openalex:https://openalex.org/a5012169896,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,4c4dc7fcefb1e9f3abdf;e73b99fafd0009a6e927,OpenAlex author ID
Author productivity,Canonical work count,David L. Rodgers,2,477,0.4,,openalex:https://openalex.org/a5082235937,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,0aea8997b3d07a3c7455;b94b9bcb1d96d93db9c0,OpenAlex author ID
Author productivity,Canonical work count,David Wei Dai,2,477,0.4,,openalex:https://openalex.org/a5035722508,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,44d09fb5dabfde2e9e31;7b627eb0e17b77a07c57,OpenAlex author ID
Author productivity,Canonical work count,Dayanjan S. Wijesinghe,2,477,0.4,,openalex:https://openalex.org/a5052336059,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,180163049fadb98a0ef8;9ba2ceb3ea808e2794a1,OpenAlex author ID
Author productivity,Canonical work count,Dujrudee Chinwong,2,477,0.4,,openalex:https://openalex.org/a5018006789,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,08cc34de5385d0bd76a6;60f8f44c77f909f61dc3,OpenAlex author ID
Author productivity,Canonical work count,Eddie Guo,2,477,0.4,,openalex:https://openalex.org/a5055460485,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,243562012607f7033171;58483951ebaed609e26a,OpenAlex author ID
Author productivity,Canonical work count,Edgar Schäfer,2,477,0.4,,openalex:https://openalex.org/a5035434795,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,4c4dc7fcefb1e9f3abdf;e73b99fafd0009a6e927,OpenAlex author ID
Author productivity,Canonical work count,Edward Melvin,2,477,0.4,,openalex:https://openalex.org/a5128278407,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,11f31f18ad70545cab85;f1b256cdccd6208d0cc8,OpenAlex author ID
Author productivity,Canonical work count,Efrén Quiñones-Lara,2,477,0.4,,openalex:https://openalex.org/a5116411397,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,7f84c902e862e25dbf2c;98c23d01b9fb23bd43c4,OpenAlex author ID
Author productivity,Canonical work count,Ehsan Hoque,2,477,0.4,,openalex:https://openalex.org/a5059213806,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,76a6c8049ee4223224f6;ed23e4c8ee00516d2110,OpenAlex author ID
Author productivity,Canonical work count,Elizabeth Wells-Beede,2,477,0.4,,openalex:https://openalex.org/a5004703602,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,b052274076e5e7cc16db;c301ce506b01b01e6207,OpenAlex author ID
Author productivity,Canonical work count,Emily Stokes,2,477,0.4,,openalex:https://openalex.org/a5134566055,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,44d09fb5dabfde2e9e31;dcce0a8cef5543c4fec4,OpenAlex author ID
Author productivity,Canonical work count,Evelina Alūzaitė,2,477,0.4,,openalex:https://openalex.org/a5124054820,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,ae74530d7e9fa7f91f65;e9d6ceded269a04cde99,OpenAlex author ID
Author productivity,Canonical work count,Fabricio Espinosa‐Ortega,2,477,0.4,,openalex:https://openalex.org/a5077557578,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,64947cabbe7282713c10;db6b016a13edb570269a,OpenAlex author ID
Author productivity,Canonical work count,Fumiaki Sano,2,477,0.4,,openalex:https://openalex.org/a5064911064,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,da8839d00c24db7f6ad6;fd0c4ec164cda596074b,OpenAlex author ID
Author productivity,Canonical work count,G Chen,2,477,0.4,,openalex:https://openalex.org/a5043143204,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,44d09fb5dabfde2e9e31;d11ce96adb05741aef6d,OpenAlex author ID
Author productivity,Canonical work count,Gabia Neverauskaité,2,477,0.4,,openalex:https://openalex.org/a5115770237,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,11f31f18ad70545cab85;f1b256cdccd6208d0cc8,OpenAlex author ID
Author productivity,Canonical work count,Gaudenz Danuser,2,477,0.4,,openalex:https://openalex.org/a5037958980,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,67e2860b474712736027;9b5ff9099d241db5f86a,OpenAlex author ID
Author productivity,Canonical work count,Ghaniah Hassan-Smith,2,477,0.4,,openalex:https://openalex.org/a5120235487,authorship-covered canonical works,canonical works with usable structured OpenAlex authorship,multiple response; one count per unique author per work,4f06f0d72a1de087b5c5;b216d2e3bbb753147fd2,OpenAlex author ID
