paper_id,version_family_id,doi,year,publication_date,metadata_correction_applied,metadata_correction_ids,metadata_corrected_fields,metadata_source_row_sha256,metadata_corrected_row_sha256,metadata_evidence_urls,metadata_correction_rationale,metadata_reviewed_at_utc,final_model_families,final_model_description_raw,final_simulation_modalities,final_nts_domains,final_specialty,final_study_design,source_checked_by,source_checked_at_utc,evidence_url_1,evidence_url_2
4c4dc7fcefb1e9f3abdf,SIVF-05390bd70aa03b797fe69951,10.1002/jdd.13479,2024,2024-02-12,false,,,9d82d8b11a7afb8ca80c49fb186848f1dc325cf9e8fdb5b6da6a0b5c7315b6c4,0400cd22008f36d9f5c1bc297e6fd24161be46cc16b2e2c75159869f6810ce28,,,,GPT-4,"Unlike previous linear conversational approaches,1 the GPT-4 model allows for advanced, life-like conversations.",virtual_patient;debriefing,communication;decision_making,endodontics,methods_framework,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1002/jdd.13479,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jdd.13479
98459bc57c099322761c,SIVF-059f671f2ecebc218b8e8a90,10.1177/23733799261429490,2026,2026-03-21,false,,,e8cc37a70e88685ed8d929b4e9a66d3a3cbe707dda242e858c145a2b805fc434,e1505bddc1f2fe621ab3dc2ad067d51145a0cc6adebb5480b06dc9f927bb3558,,,,unspecified_generative_model,Unnamed generative-AI platforms created hypothetical public-health personas and decision scenarios,scenario,decision_making,public_health,qualitative,Codex model extraction reviewer A,2026-08-14T21:29:06Z,https://doi.org/10.1177/23733799261429490,
e5b4ed028b3c0ea2eeec,SIVF-05f15a4af203031a997fc3e7,10.64898/2026.02.10.26345990,2026,2026-02-12,false,,,896cf46d96e5baa388d0bc75c7d4bfe3863e7089beee81e1d59459e62fa7796d,28f267397851b434810162d9b0066149d2d9a70cacf12aeff83ee7297c43833f,,,,other_named,A modern GPT-architecture model constrained to a historical corpus powered roleplay; its exact version was not reported,scenario;roleplay,,medical_humanities;history_of_medicine,development_evaluation,Codex model extraction reviewer A,2026-08-14T21:30:37Z,https://doi.org/10.64898/2026.02.10.26345990,
sci_b283d7022275d4ea7f72,SIVF-064fc1ae0686254e209e08d9,10.3761/j.issn.1672-9234.2026.02.004,2026,2026-02-15,,,,,,,,,unspecified_generative_model,generative-AI simulated interactive training synthesized in a scoping review,scenario,,general_medical_education,evidence_review,Codex source-check reviewer Scopus increment,2026-08-16T22:16:00Z,https://jy.zhhlzzs.com/CN/abstract/abstract2580.shtml,https://doi.org/10.3761/j.issn.1672-9234.2026.02.004
6fb769efa53620e383b7,SIVF-072141922ea38175a2bb18e3,10.52206/jsmc.2025.15.2.997,2025,2025-05-10,false,,,5b2dbab545c10e74dccc60f2cd00554ee682771c36d5d9dbab86f70cbc533335,982ec24ef87d7576900f4a6c4e15f6c78ada3625e6a86af728aea79bf94317f3,,,,ChatGPT_unspecified,"AI applications, such as ChatGPT, present new opportunities for enhancing student learning, instructional strategies, clinical scenario simulations, and collaborative learning.",scenario,decision_making,medicine,survey,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.52206/jsmc.2025.15.2.997,https://openalex.org/W4410263180
34ea437817489bccb36b,SIVF-07fb28a46217eb2bc1dcf7e4,10.7759/cureus.109161,2026,2026-05-01,false,,,39fc7c3c0a58eafb981309dd8e1add7bd16dd50edbae7d1ff66b53dff39c1181,a310bb64c53b4935a25eeb4dc5b1a2c38174829c17db0b3ae2d990e23fa90c35,,,,unspecified_generative_model,Large language model (LLM)-based virtual patients are increasingly used to scale history-taking practice in undergraduate and postgraduate medical education.,virtual_patient,communication,medicine,development_evaluation,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.7759/cureus.109161,https://europepmc.org/articles/PMC13278464?pdf=render
b53bf33d223a68f17e8c,SIVF-08287c434eb8e8269b0b2c81,10.1590/0100-6991e-20233605-en,2023,2023-08-14,false,,,7b84a411fb05dd8cceebd97e1a9ce4ceb4c0fd400f422017627847bac38420a2,d964438bd5f4cd917c37b6e2f8645d04e75000ebba2cb5ace99b5297836a276e,,,,unspecified_generative_model,The narrative review covered unnamed large language models in immersive surgical-training scenarios,scenario;vr_ar_xr,,surgery,evidence_review,Codex model extraction reviewer A,2026-08-14T21:29:06Z,https://doi.org/10.1590/0100-6991e-20233605-en,
0b386fbba1d6908a565d,SIVF-087f909e56d069807e574f81,10.1515/gme-2024-0025,2025,2025-03-06,false,,,419f89a6e53a628030faae4b5c7a9a93cce98dfc37cfe8ce347e283272e8b9bc,0d9022dd4a45481f0d3bad2679c2784076ac92a187d945a2ec877f9405e6e5b8,,,,other_named,ChatGLM powered an acute-pulpitis simulated-patient chatbot for stomatology history-taking.,virtual_patient,communication,dentistry,development_evaluation,Codex model extraction reviewer B,2026-08-14T21:05:08Z,https://doi.org/10.1515/gme-2024-0025,https://www.degruyter.com/document/doi/10.1515/gme-2024-0025/pdf
e5e611fc18a4d66128d9,SIVF-08892336850608824a60702b,10.1016/j.ecns.2025.101819,2025,2025-10-04,false,,,3ac27280c31df42e31af52dd3620a5ded5f43f905f4268f1d78e963f394f0e7e,0efe647d8b7709e766295745c2dae35547351ae34684544a6c8150040c276b8e,,,,unspecified_generative_model,"Aims This review aimed to explore the current state of generative artificial intelligence (GenAI) use in simulation-based healthcare education through a comprehensive examination of GenAI types, applications and reported outcomes.",virtual_patient;debriefing;other,,health_professions,evidence_review,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1016/j.ecns.2025.101819,https://openalex.org/W4414804561
713e417da7d85579b2d1,SIVF-089454a3f7a8d445b09288cb,10.1186/s13104-025-07157-8,2025,2025-02,false,,,bd231fd48f95b0f97f87dcc9797bde93f8a0d49799ff3e6c7f7dd718eeb714c6,de71c9a235ced58e9e8b3e5045f6245d3b90e215d0dbc4a30e0d0a9c50610552,,,,other_named,"Abstract Objective This study aimed to design and develop a virtual patient program using generative Artificial Intelligence (AI) technology, providing medical students opportunities to practice history-taking with a chatbot.",virtual_patient,communication,medicine,development_evaluation,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1186/s13104-025-07157-8,https://pmc.ncbi.nlm.nih.gov/articles/PMC11849343/
6e7213516f82875618ff,SIVF-08d4c6163cf23fa506a06964,10.1152/physiol.2026.41.s1.2299876,2026,2026-05-01,false,,,a624e22354256fb8aaaea44d20e707d29a3b6b6e9f25fbdd6e0a8e9feb0212a9,e4ad39ad59590c868307f1c07926c66dc63a6b8cf871dcd83863eca6d62a8c24,,,,GPT-3.5,ChatGPT-3.5 helped student teams co-create progressive scenarios enacted with peer standardized patients and followed by debriefing.,standardized_patient;scenario;roleplay;debriefing,communication;teamwork;decision_making,medicine;physiology,mixed_methods,Codex model extraction reviewer B,2026-08-14T21:06:07Z,https://doi.org/10.1152/physiol.2026.41.s1.2299876,https://openalex.org/W7160948489
55c688efa556cdf3a77e,SIVF-092ab7d29bfabf5f35d15de5,10.3389/fdgth.2026.1830254,2026,2026-06-10,false,,,65c7d7ff36d59b8be6760df318c02ecffca6eb4a55527ec8db3221b8ae65012e,d33a3a1e5040a629d6c1c28a8ebe3440d38eae6e4a9e3517b0fa8753e1a2102b,,,,unspecified_generative_model,"AI-assisted instruction clustered into eight thematic categories: LLM-Based Virtual Patient and Clinical Simulation Systems ( n = 19), AI-Augmented OSCE and Simulation Assessment Tools ( n = 6), Embodied and Robotic AI Clinical Simulations ( n = 4), AI-Supported Procedural and Technical Skills Training ( n = 3), AI-Assisted Clinical Documentation and EHR-Based Skills Training ( n = 2), Multimodal Analytics for Ski...",virtual_patient;osce;other,communication;decision_making,medicine,evidence_review,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.3389/fdgth.2026.1830254,https://europepmc.org/articles/PMC13290728?pdf=render
e4a287ed511b7be9baa5,SIVF-09414c52918a281c46e9fe83,10.1016/j.chbah.2026.100364,2026,2026-08,false,,,025ee94ba90b81490923d53c56b12c5aef6a9bd621ffc5fc6fd5eabfbdbf0164,c4f085618c75d2f59f0b7d7fd91f79f2e84a5008935e2096d814e075602aa8a2,,,,unspecified_generative_model,An unnamed multi-agent generative-AI architecture supplied patient and supervisor agents for interpersonal-psychotherapy practice.,virtual_patient;roleplay,communication,mental_health;psychotherapy,mixed_methods,Codex model extraction reviewer B,2026-08-14T21:05:08Z,https://doi.org/10.1016/j.chbah.2026.100364,http://www.sciencedirect.com/science/article/pii/S2949882126001179
dcce0a8cef5543c4fec4,SIVF-09e41efdb6d593df8696f347,10.1016/j.cptl.2026.102675,2026,2026-06-01,false,,,cdbdb17df7fcc50fcaea53da6731897d6782243fae1a2c8c4a5e7d9356372abd,fd7a4bec8c5af240caf9ad856df58aa182e6ad683e395771cffddcfbd378843c,,,,unspecified_generative_model,Pharmacy educators face the challenge of adapting curricula or integrating Generative AI (GenAI) tools.,virtual_patient;osce,communication,pharmacy,nonrandomized_comparative,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1016/j.cptl.2026.102675,https://europepmc.org/article/MED/42224813
fa24b39d9c9c2f6142d6,SIVF-0a226ce37c2ff8ed9685b902,10.1111/eje.13135,2025,2025-06-03,false,,,4566ebb2893aa09eb69d1f0d83c7c80f04bd8536a1e13701cfc895af8e3806cc,f0bd51618fda90f3bcc93fd823da0fb084b77b41ba5a0e6bf5a2515cf4421793,,,,GPT-4,ChatGPT-4 powered two linked chatbots for dental-patient consultation and clinical-supervisor role-play.,virtual_patient;roleplay,communication,dentistry,development_evaluation,Codex model extraction reviewer B,2026-08-14T21:05:08Z,https://doi.org/10.1111/eje.13135,https://europepmc.org/article/MED/40460020
7f98755e27ed54f044ae,SIVF-0aa4219cddfc82773412425e,10.1016/j.ajpe.2025.101455,2025,2025-07-01,false,,,18a916de37e4836cf4426c3c1ffb031bcf85b1ccca62d42cd6642c21d9826849,cb2562c3a5a4aa9678fadd68b1d70b126334baf103bfa3d6bedf8d7faf0daec7,,,,unspecified_generative_model,A tailored transformer scored OSCE checklists from speech-to-text transcripts; the exact family was not reported,osce,,pharmacy,nonrandomized_comparative,Codex model extraction reviewer A,2026-08-14T21:27:02Z,https://doi.org/10.1016/j.ajpe.2025.101455,
088f42aecd2674d3dbe5,SIVF-0abc04565c61bb71874f57fb,10.2196/79134,2026,2026-03-17,false,,,19521907f394a0b39e6a9db09162b884519ed053077405e0e97f54fca97c1cc5,26772e0c9d8ad3c5bc1cbc891ae7dac1a86730257673fcc7e18cb30eeb8b2f7a,,,,GPT-4o,Students self-selected into teams of 4 to 6 and were randomized to either an LLM-assisted group (ChatGPT-4o mini) or a control group without LLM access.,scenario,teamwork;decision_making,emergency_medicine,randomized_trial,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.2196/79134,https://europepmc.org/articles/PMC12994756?pdf=render
5966d1a884499670acf2,SIVF-0adceedb76ba286a255385c7,10.4018/979-8-3693-6577-9.ch009,2024,2024-12-02,false,,,ea63bee76b58d8ade998d08658714e0222ee7759630cf29704455c912c911cbd,22bdf51fd4519b8db85b4a958c1979db9caad6c30458f5b8ad7effb35d14c5a2,,,,unspecified_generative_model,Generative AI was described as producing virtual cases and realistic clinical scenarios for diagnosis and treatment decisions.,virtual_patient;scenario,decision_making,medicine,evidence_review,Codex model extraction reviewer B,2026-08-14T21:00:22Z,https://doi.org/10.4018/979-8-3693-6577-9.ch009,https://openalex.org/W4404905935
sci_7924be52acf88877d8df,SIVF-0c5a43b0961a0b04cf7774fa,10.1002/lary.70635,2026,2026-01-01,,,,,,,,,Gemini,Google Gemini 2.5 Pro multimodal foundation model,task_trainer,,otolaryngology,development_evaluation,Codex source-check reviewer Scopus increment,2026-08-16T22:16:00Z,https://doi.org/10.1002/lary.70635,https://openalex.org/W7162427384
594824ec9813877abe34,SIVF-0c8a489260ca51f4b8257303,10.1186/s12909-025-06756-0,2025,2025-02,false,,,5015eea9b9b25d65cca16abce9385784bdd47ddc17965704438e5e61d4517b7f,e71dc5d305f778e8d12c3aebb726dedd57160b2444061474e74e5342e8e18aee,,,,GPT-4,"Abstract Background This study presents a novel approach to educational role-playing through an AI-based bot, leveraging GPT-4 to simulate anamnesis interviews in various learning scenarios.",virtual_patient;scenario;roleplay,communication,health_professions,survey,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1186/s12909-025-06756-0,https://europepmc.org/articles/PMC11834289?pdf=render
654de90417901825feeb,SIVF-0ce51c02757f91ea89d78f07,10.12771/emj.2025.00787,2025,2025-10-02,false,,,c5ada6aaef25c68ea4356654e1a7608ccae60ef8fcd490ef16082ec22766b1f5,68c5efb51fac46f486cd243778e78c5653c719876199af9b507bdcab4b5674d3,,,,GPT-4,"GPT-4 and related generative-AI tools were reviewed for virtual patients, clinical simulation, assessment, and feedback.",virtual_patient;scenario,,medicine,evidence_review,Codex model extraction reviewer B,2026-08-14T21:02:38Z,https://doi.org/10.12771/emj.2025.00787,http://www.e-emj.org/upload/pdf/emj-2025-00787.pdf
6cf6dbf3648bde45720a,SIVF-0d842a1da75edb5cba97e3e1,10.1145/3800645.3813015,2026,2026-06-12,false,,,fe5bcf2bb4d001b9f0e1a704adc4eedd951879aa3322b07df6870e741d77bc79,37db987c9c6cca155da76fce2beb4028c5ee4d9969f290db9c9a46546f1e1826,,,,unspecified_generative_model,"In this paper, we explore how large language model (LLM) agents can be leveraged to support SBE systems for psychiatric clinical interview training.",virtual_patient;scenario,communication;decision_making,psychiatry,development_evaluation,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1145/3800645.3813015,https://www.semanticscholar.org/paper/22b8451fdc37a7ed36f37ec2d5a914610e0cba22
26de74e3debea64ac297,SIVF-0e65ce37de72a9514f3ee8c5,10.1145/3774398.3811613,2026,2026-04-25,false,,,ef94b3e92bb84bc9172b81c535fbed5d9b2fe8172f33fd5e6be9a9dca4eda2cb,040ca7f39ce634310bf2b2bfd6c7809a8589bdc3f4bb082ee2923302be114774,,,,unspecified_generative_model,"However, most prior work has focused on replicating human coding accuracy for research purposes, rather than addressing a more educationally consequential question: how can we design prompts that allow an LLM to label team dialogue accurately and fast enough to be useful in real settings, such as in-person healthcare simulations, where results must be returned quickly and computational cost and sustainability also...",other,communication;teamwork,health_professions,development_evaluation,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1145/3774398.3811613,https://www.semanticscholar.org/paper/714a15e3ae7f4b97e6c3852cb3017c85a21adaa2
72c30900482428bf1e49,SIVF-0f0da93f8b86a5a265695597,10.1145/3715070.3749250,2025,2025-07-02,false,,,b5f5f17d8ee47c084d9139aaeb016f3a81caa45dd3905fac35b46dbc5057b911,116771b9ff4e75cf78a0b8be975460ed4cd1ed75a7abb53c585903eb4db634c2,,,,GPT-4o,GPT-4o powered the PAL palliative-care patient simulation and structured empathy-framework feedback,virtual_patient;scenario,communication,palliative_care,mixed_methods,Codex model extraction reviewer A,2026-08-14T21:32:12Z,https://doi.org/10.1145/3715070.3749250,https://arxiv.org/abs/2507.02122
5116aab375eedc896bfd,SIVF-0f382aec592e6c7ad76ae639,10.20517/2347-9264.2024.102,2024,2024-11-27,false,,,ada173de4a5866b42e7cfa868e76912555f2900fae80382df53129788344294f,f88005e58e760ac492eb60c57f7e5ce9653ab82d1780cf4d73de5cd42056f304,,,,unspecified_generative_model,The review covered generative-AI procedural guidance and post-virtual-simulation feedback without reporting exact model families,scenario;vr_ar_xr;debriefing,,surgery,evidence_review,Codex model extraction reviewer A,2026-08-14T21:29:46Z,https://doi.org/10.20517/2347-9264.2024.102,
669cbda7d16ac3f32155,SIVF-0fab4f72f14b51e9b7f888a0,10.1016/j.nedt.2026.107217,2026,2026-06-07,false,,,1b3ad2c3ef5a40e30a6ebe2f96fd5a1ef415b11d9939bb0a500fa2ffa0923856,b31aea31cf2ae1eb3e5c1601744d9281ee20e415cb2d08904c66baee99479aac,,,,unspecified_generative_model,Generative-AI and virtual-patient systems were among the AI simulation technologies synthesized for nursing education.,virtual_patient;scenario;other,,nursing,evidence_review,Codex model extraction reviewer B,2026-08-14T21:02:38Z,https://doi.org/10.1016/j.nedt.2026.107217,https://europepmc.org/article/MED/42287932
633dafafd7b2de3e7ad0,SIVF-0ff7976cde01599ecc4a8f59,10.1016/j.radi.2024.02.015,2024,2024-02-29,false,,,6d30c40fbe0d6d4491a58f156171c2163841fa4370f2b159418e1775e4d41ff1,89e694d09ee608343e68c7373fdb26a3cde67b5b0346946901eb84032cc3201f,,,,GPT-3.5;GPT-4,"ChatGPT-3.5 exhibited errors in 40% (12/30) of the simulations, while ChatGPT-4 showed no errors.",virtual_patient;scenario,communication,radiology,development_evaluation,Codex model extraction reviewer C,2026-08-14T21:29:08Z,https://doi.org/10.1016/j.radi.2024.02.015,https://europepmc.org/article/MED/38428198
18f9eaf414ec69e25aad,SIVF-101004fe78717b81664af052,10.2196/81271,2025,2025-12-12,false,,,243eef1c331f698a1161297635649167412bcf80759c53444154ddc2e7200920,7cbf4ad548334dbafaeca78d1c34ddc04115b160f1c60a297249b9322440826e,,,,GPT-4;Claude;Grok,"The virtual-patient platform integrated Grok 3, GPT-4, and Claude 3 Opus among five models",virtual_patient,communication,general_medical_education,development_evaluation,Codex model extraction reviewer A,2026-08-14T21:29:06Z,https://doi.org/10.2196/81271,
319d5b791f54df181b23,SIVF-102a8a5e6eab2d869f82500c,10.3389/fdgth.2026.1805454,2026,2026-06,false,,,236a37b01d1bbe0d233834f15ff5c3ac9e6333b3bd0dd0c01f0a76588c5f9670,4d43b3ae242f1052d97e9dd2dbc752bd6ba66cf69bb02d42ad21960a89daad11,,,,unspecified_generative_model,Crisis Support VR used an unnamed generative-AI virtual patient for psychological-first-aid practice.,virtual_patient;vr_ar_xr,communication,mental_health;crisis_response,mixed_methods,Codex model extraction reviewer B,2026-08-14T21:07:07Z,https://doi.org/10.3389/fdgth.2026.1805454,https://www.frontiersin.org/articles/10.3389/fdgth.2026.1805454/full
180163049fadb98a0ef8,SIVF-1039477d7004a21fba9e0f89,10.1124/jpet.220.950860,2024,2024-05-13,false,,,974fc16c3da95bd2fad3c32ff1f9f713919291af0b8fcafc9ec623ad5987a5fc,1acb8cd55081b2b743f3ab9e2dfd29abebfac2ee2a5d49903239e49448c851ca,,,,GPT-4,GPT-4 powered eleven artificial patient simulators that presented immunology-pharmacology counselling cases to PharmD teams.,virtual_patient;scenario,communication;decision_making,pharmacy;immunology,development_evaluation,Codex model extraction reviewer B,2026-08-14T21:07:07Z,https://doi.org/10.1124/jpet.220.950860,https://openalex.org/W4396850039
07d462beafe4d21ba016,SIVF-114928cd9a860796a2f19ac5,10.1186/s12909-026-09709-3,2026,2026-06-25,false,,,40f292d128637d082f9bc48bcdadef00b91776a9e9e6305a5cad56c48148e88b,5965f99ee64ce04c812274bf6ebf99b77d86f432b21c279a922f6f5e12e1eb66,,,,unspecified_generative_model,"Unnamed LLM components generated gastroenterology cases, simulated patients, and supported complete encounters through treatment planning.",virtual_patient;scenario,decision_making,gastroenterology,development_evaluation,Codex model extraction reviewer B,2026-08-14T21:06:07Z,https://doi.org/10.1186/s12909-026-09709-3,https://europepmc.org/article/MED/42351097
58483951ebaed609e26a,SIVF-11548bc0805193a2d3dddfb3,10.3390/ime4040039,2025,2025-10-12,false,,,92085762ba8a37cdf96270aaa3dc04c32547aa113623d1b41424031b9571bda7,627c8e3c005bc2af86352302e01449eca04dcb356b4872b2c1008196d8bcb156,,,,unspecified_generative_model,OSCEai used generative AI for patient history dialogue and feedback; the exact base model was not reported,virtual_patient;scenario,communication,general_medical_education,mixed_methods,Codex model extraction reviewer A,2026-08-14T21:29:46Z,https://doi.org/10.3390/ime4040039,
a2fb845a99fa4f6e080c,SIVF-11866b929748f7135cfc760b,10.25258/ijddt.16.2.1,2026,2026-04-06,false,,,3953c2c68c6fa65c9ddf9eee3f4936c08c62a156d3634fb3dcfb2da3622d0913,5e146704795ba266f4648a8191969bd29d6ab56548db988e665f551434b37f90,,,,ChatGPT_unspecified,ChatGPT created the storyline for a three-room sustainable-development educational escape game containing role-play and language tasks.,scenario;roleplay;serious_game,communication;teamwork;decision_making,pharmacy;public_health,pre_post,Codex model extraction reviewer B,2026-08-14T21:01:31Z,https://doi.org/10.25258/ijddt.16.2.1,https://www.semanticscholar.org/paper/110e712fd1a0b642e6a015f46792b6f47172c506
