integration_schema_version,record_key,source_corpus,source_record_id,doi,openalex_id,year,publication_date,record_type,url,source_row_sha256,provisional_family_id,family_size,family_members_sha256,family_status,version_role,preferred_for_analysis,preferred_record_key,preferred_basis,relationship_to_preferred,family_membership_rationale,family_evidence_locator,preferred_selection_rationale,preferred_selection_evidence,reviewed_by,reviewed_at_utc
scopus-final-integration-corrected-v2.0,base_eligible_v4:1c5837fe7e231966f40b,base_eligible_v4,1c5837fe7e231966f40b,10.2196/preprints.59213,,2024,2024-04-05,preprint,https://doi.org/10.2196/preprints.59213,f93c0415260f3f03a909e9e74decbf8e5aed27affdf467ba3615c32290e01a3b,SIVF-03c5c16ab54fab9a40527809,2,03c5c16ab54fab9a40527809d088c24793bc18e22747816365d7f37d35e16196,LINKED_VERSION_FAMILY,preprint,no,base_eligible_v4:01a746b554d461cb998c,final_most_complete_publication,preprint_of,"The linked records have overlapping authors and report the same research question, design, intervention, and findings; identifiers and content establish preprint and final journal versions of one work.",https://doi.org/10.2196/preprints.59213,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over its preprint.,https://doi.org/10.2196/59213,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:2a63460a75ff944e1d44,base_eligible_v4,2a63460a75ff944e1d44,10.7759/cureus.87591,,2025,2025-07-01,JournalArticle,https://doi.org/10.7759/cureus.87591,c48ff19e56a1df656be1ea3d29bd00190cedc041e4f48a693ee1e53ec870bca5,SIVF-0436655111eb6095e22f91da,1,0436655111eb6095e22f91da3cdd8d766edba335073c742929c95861080044c8,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:2a63460a75ff944e1d44,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.7759/cureus.87591,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.7759/cureus.87591,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:4c4dc7fcefb1e9f3abdf,base_eligible_v4,4c4dc7fcefb1e9f3abdf,10.1002/jdd.13479,,2024,2024-02-12,article,https://doi.org/10.1002/jdd.13479,081c35083ff7dbc910af398337c71029159e0d60e59bb7ae5493c54c3242496b,SIVF-05390bd70aa03b797fe69951,1,05390bd70aa03b797fe699514fb58c98b340fc09c2fbf8f014cd8ad98afc3c3d,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:4c4dc7fcefb1e9f3abdf,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1002/jdd.13479,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1002/jdd.13479,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:98459bc57c099322761c,base_eligible_v4,98459bc57c099322761c,10.1177/23733799261429490,,2026,2026-03-21,"JournalArticle, Review",https://doi.org/10.1177/23733799261429490,af732b0eb59da3204792135910cb2b0162731970f6806b1f7f15beeb28787b76,SIVF-059f671f2ecebc218b8e8a90,1,059f671f2ecebc218b8e8a906beacfcd0b1dac9b406484bdad4204e74d886359,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:98459bc57c099322761c,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1177/23733799261429490,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1177/23733799261429490,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:e5b4ed028b3c0ea2eeec,base_eligible_v4,e5b4ed028b3c0ea2eeec,10.64898/2026.02.10.26345990,,2026,2026-02-12,preprint,https://doi.org/10.64898/2026.02.10.26345990,2f14fd2abafa9ef3032fa01e0eb8f4f55f3d49317326b8baef2ca36563474d5c,SIVF-05f15a4af203031a997fc3e7,1,05f15a4af203031a997fc3e79ea4fafc6340d6a77ecf0d925224a62fb5172142,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:e5b4ed028b3c0ea2eeec,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.64898/2026.02.10.26345990,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.64898/2026.02.10.26345990,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,scopus_increment:sci_b283d7022275d4ea7f72,scopus_increment,sci_b283d7022275d4ea7f72,10.3761/j.issn.1672-9234.2026.02.004,,2026,2026-02-15,Article,https://doi.org/10.3761/j.issn.1672-9234.2026.02.004,b83d61fb7cc44efaa9b4931d0f17f39d02f8863ff1f98c7e06d365ad81849617,SIVF-064fc1ae0686254e209e08d9,1,064fc1ae0686254e209e08d9fd13e1b6398c3f774ec16c863be3422e8a5e5fd2,SINGLETON_WORK,standalone_publication,yes,scopus_increment:sci_b283d7022275d4ea7f72,only_eligible_version,self_preferred,"Exhaustive identifier, title, author, date, and abstract comparison found no confirmed eligible publication version of this Scopus record.",https://doi.org/10.3761/j.issn.1672-9234.2026.02.004,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.3761/j.issn.1672-9234.2026.02.004,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:6fb769efa53620e383b7,base_eligible_v4,6fb769efa53620e383b7,10.52206/jsmc.2025.15.2.997,,2025,2025-05-10,"JournalArticle, Review",https://doi.org/10.52206/jsmc.2025.15.2.997,815680aad4f4cce5c4616d41c63d76a09875e14f140e69dc2e15ccfbe8cba1e6,SIVF-072141922ea38175a2bb18e3,1,072141922ea38175a2bb18e32d2a372278f43636c594f6478e2f5dd7125df135,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:6fb769efa53620e383b7,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.52206/jsmc.2025.15.2.997,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.52206/jsmc.2025.15.2.997,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:34ea437817489bccb36b,base_eligible_v4,34ea437817489bccb36b,10.7759/cureus.109161,,2026,2026-05-01,JournalArticle,https://doi.org/10.7759/cureus.109161,f64892526ab0d530454db5f5ee269535bab403a714f5b5dcec6557e15872ee8d,SIVF-07fb28a46217eb2bc1dcf7e4,1,07fb28a46217eb2bc1dcf7e4a123ed0a5b2ea1c502e43bc7f065afc7fb72f80d,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:34ea437817489bccb36b,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.7759/cureus.109161,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.7759/cureus.109161,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:b53bf33d223a68f17e8c,base_eligible_v4,b53bf33d223a68f17e8c,10.1590/0100-6991e-20233605-en,,2023,2023-08-14,JournalArticle,https://doi.org/10.1590/0100-6991e-20233605-en,bc5bbd13b6094987a1f35db1f54867a3b31142de398418f188a90dc51acd584f,SIVF-08287c434eb8e8269b0b2c81,1,08287c434eb8e8269b0b2c815c13c2b085feb673ff6bbcaebbe2574613ff94af,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:b53bf33d223a68f17e8c,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1590/0100-6991e-20233605-en,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1590/0100-6991e-20233605-en,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:0b386fbba1d6908a565d,base_eligible_v4,0b386fbba1d6908a565d,10.1515/gme-2024-0025,,2025,2025-03-06,JournalArticle,https://doi.org/10.1515/gme-2024-0025,c949d0ac7ffe4fb5a021c3ded8a6278200475602d43e1bbe127f69252d810372,SIVF-087f909e56d069807e574f81,1,087f909e56d069807e574f8103d4b4e47221c2951cd8a024ffe87bf8d85e8ebc,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:0b386fbba1d6908a565d,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1515/gme-2024-0025,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1515/gme-2024-0025,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:e5e611fc18a4d66128d9,base_eligible_v4,e5e611fc18a4d66128d9,10.1016/j.ecns.2025.101819,,2025,2025-10-04,article,https://doi.org/10.1016/j.ecns.2025.101819,d77b969783fed41db7d1e94542351aa3ffe50636b1b860950e85f27b2230efe4,SIVF-08892336850608824a60702b,1,08892336850608824a60702b35ebc27308e0038f9c04d60aa985c832efe9320b,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:e5e611fc18a4d66128d9,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1016/j.ecns.2025.101819,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ecns.2025.101819,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:713e417da7d85579b2d1,base_eligible_v4,713e417da7d85579b2d1,10.1186/s13104-025-07157-8,,2025,2025-02,article,https://doi.org/10.1186/s13104-025-07157-8,e2dd48f2cfed5d5077d28e3b058962a024ce26a84f9d35384c68d84aa04d3e3f,SIVF-089454a3f7a8d445b09288cb,1,089454a3f7a8d445b09288cb5d2d0282163a5d76e01d7e7e0f0334d04bd885fd,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:713e417da7d85579b2d1,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1186/s13104-025-07157-8,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s13104-025-07157-8,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:6e7213516f82875618ff,base_eligible_v4,6e7213516f82875618ff,10.1152/physiol.2026.41.s1.2299876,,2026,2026-05-01,"JournalArticle, Review",https://doi.org/10.1152/physiol.2026.41.s1.2299876,d27513f0d5a9c9e95e7ea457dd9761064f1d1ce2fea8a8e0787a2abca2e19fee,SIVF-08d4c6163cf23fa506a06964,1,08d4c6163cf23fa506a06964bddfdde7f335b535a0582df7bd7ee66ae9ab22c3,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:6e7213516f82875618ff,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1152/physiol.2026.41.s1.2299876,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1152/physiol.2026.41.s1.2299876,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:55c688efa556cdf3a77e,base_eligible_v4,55c688efa556cdf3a77e,10.3389/fdgth.2026.1830254,,2026,2026-06-10,article,https://doi.org/10.3389/fdgth.2026.1830254,5a57f01b338264baa95daaece1e2349b244a84721286669503d53efb229fcec8,SIVF-092ab7d29bfabf5f35d15de5,1,092ab7d29bfabf5f35d15de5ce8ed18db6e76210bd53113c0d76999764b698d2,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:55c688efa556cdf3a77e,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.3389/fdgth.2026.1830254,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fdgth.2026.1830254,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:e4a287ed511b7be9baa5,base_eligible_v4,e4a287ed511b7be9baa5,10.1016/j.chbah.2026.100364,,2026,2026-08,article,https://doi.org/10.1016/j.chbah.2026.100364,1123900c383be157cf918f8c1104a8d3813e6ae7b13687d7fd05eec8e5dbac17,SIVF-09414c52918a281c46e9fe83,1,09414c52918a281c46e9fe835c1fceba36d474e9e9d65a0c8ee556bf5802fbfb,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:e4a287ed511b7be9baa5,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1016/j.chbah.2026.100364,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.chbah.2026.100364,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:dcce0a8cef5543c4fec4,base_eligible_v4,dcce0a8cef5543c4fec4,10.1016/j.cptl.2026.102675,,2026,2026-06-01,article,https://doi.org/10.1016/j.cptl.2026.102675,69e93095609f84f1c6b84d048127117f75300b703257ce0d514fa0eb6550bc1b,SIVF-09e41efdb6d593df8696f347,1,09e41efdb6d593df8696f3470d3e086331d43c3fc6b87696e09df88f94902d86,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:dcce0a8cef5543c4fec4,only_eligible_version,self_preferred,"Systematic title, author, date, DOI and abstract comparison across all assigned eligible records found no second report of the same scholarly work.",https://doi.org/10.1016/j.cptl.2026.102675,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.cptl.2026.102675,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:fa24b39d9c9c2f6142d6,base_eligible_v4,fa24b39d9c9c2f6142d6,10.1111/eje.13135,,2025,2025-06-03,"JournalArticle, Review",https://doi.org/10.1111/eje.13135,6c0490e73fc95d698100f063b73f6975a8c5c51035df6ba4474303fcd2ac8b91,SIVF-0a226ce37c2ff8ed9685b902,1,0a226ce37c2ff8ed9685b902afcfebe5c3079b2c0f5d81079c39ec0d757a13bf,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:fa24b39d9c9c2f6142d6,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1111/eje.13135,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/eje.13135,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:7f98755e27ed54f044ae,base_eligible_v4,7f98755e27ed54f044ae,10.1016/j.ajpe.2025.101455,,2025,2025-07-01,"JournalArticle, Review",https://doi.org/10.1016/j.ajpe.2025.101455,f6ef020498fce645e7021c442f6f937217e656b7867ec77038a0120086cbbbf3,SIVF-0aa4219cddfc82773412425e,1,0aa4219cddfc82773412425e84635db86a0faf6bfc24de3c042d85aa3c65f891,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:7f98755e27ed54f044ae,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.1016/j.ajpe.2025.101455,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ajpe.2025.101455,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:088f42aecd2674d3dbe5,base_eligible_v4,088f42aecd2674d3dbe5,10.2196/79134,,2026,2026-03-17,JournalArticle,https://doi.org/10.2196/79134,863ed8983ae1889b8a90e2d97dd5b86a1ad00992c7e249a2fee5b50bd05c8d0c,SIVF-0abc04565c61bb71874f57fb,1,0abc04565c61bb71874f57fb01f0e05d7153e19a3c7b138efa38460291dba157,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:088f42aecd2674d3dbe5,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.2196/79134,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.2196/79134,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
scopus-final-integration-corrected-v2.0,base_eligible_v4:5966d1a884499670acf2,base_eligible_v4,5966d1a884499670acf2,10.4018/979-8-3693-6577-9.ch009,,2024,2024-12-02,book-chapter,https://doi.org/10.4018/979-8-3693-6577-9.ch009,f4594d04307da4272c6f1baba53fc206cbe953d6fa50532cbbcdb14645ca9c4c,SIVF-0adceedb76ba286a255385c7,1,0adceedb76ba286a255385c7060a6e1d5038abde8fff31bf85c91bf8ced14ab6,SINGLETON_WORK,standalone_publication,yes,base_eligible_v4:5966d1a884499670acf2,only_eligible_version,self_preferred,Systematic all-record review found no retained candidate-pair link or bibliographic evidence of another eligible version in this assignment; this record is treated as one standalone scholarly work.,https://doi.org/10.4018/979-8-3693-6577-9.ch009,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.4018/979-8-3693-6577-9.ch009,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z
