integration_schema_version,final_version_family_id,family_size,preferred_record_key,preferred_paper_id,preferred_source_corpus,preferred_basis,preferred_selection_rationale,preferred_selection_evidence,family_reviewed_by,family_reviewed_at_utc,source_family_review_row_sha256
scopus-final-integration-corrected-v2.0,SIVF-08892336850608824a60702b,1,base_eligible_v4:e5e611fc18a4d66128d9,e5e611fc18a4d66128d9,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ecns.2025.101819,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,9fa7b6fc3664a2610c9e18c3d7ab66f92ba9582534ff05c4130f07b9ea73797d
scopus-final-integration-corrected-v2.0,SIVF-089454a3f7a8d445b09288cb,1,base_eligible_v4:713e417da7d85579b2d1,713e417da7d85579b2d1,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s13104-025-07157-8,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,d006e232ebdc7fac67289edbd2473c0971ca94ae0b9d880cacc253c3903a6257
scopus-final-integration-corrected-v2.0,SIVF-08d4c6163cf23fa506a06964,1,base_eligible_v4:6e7213516f82875618ff,6e7213516f82875618ff,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1152/physiol.2026.41.s1.2299876,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,46fe16f1b14cce5e862d0b88cbf2cd6e5edcd66c014e70cdd8882f8f14c4ec26
scopus-final-integration-corrected-v2.0,SIVF-092ab7d29bfabf5f35d15de5,1,base_eligible_v4:55c688efa556cdf3a77e,55c688efa556cdf3a77e,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fdgth.2026.1830254,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,fa1ac7bac4275526cbb954a78220ec3e8edc734c1cb50c276249901959c5ea6f
scopus-final-integration-corrected-v2.0,SIVF-09414c52918a281c46e9fe83,1,base_eligible_v4:e4a287ed511b7be9baa5,e4a287ed511b7be9baa5,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.chbah.2026.100364,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5c4bb4434b695b5202b6fefbd86d08209c926e59984445481986017e06bd85a2
scopus-final-integration-corrected-v2.0,SIVF-09e41efdb6d593df8696f347,1,base_eligible_v4:dcce0a8cef5543c4fec4,dcce0a8cef5543c4fec4,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.cptl.2026.102675,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,d55f36e8fc83f43b78de5889b637ec4157b5290171b51f98cc26f8d9e12dca90
scopus-final-integration-corrected-v2.0,SIVF-0a226ce37c2ff8ed9685b902,1,base_eligible_v4:fa24b39d9c9c2f6142d6,fa24b39d9c9c2f6142d6,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/eje.13135,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,29162bf6d4d4c96f4c7707e978659b9ff28dbf220abe3f696205907e2653ad08
scopus-final-integration-corrected-v2.0,SIVF-0aa4219cddfc82773412425e,1,base_eligible_v4:7f98755e27ed54f044ae,7f98755e27ed54f044ae,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ajpe.2025.101455,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1445fecd2551f0a0b176a1a13846dc52c62bce11930860585edcd04bdb851dc9
scopus-final-integration-corrected-v2.0,SIVF-0abc04565c61bb71874f57fb,1,base_eligible_v4:088f42aecd2674d3dbe5,088f42aecd2674d3dbe5,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.2196/79134,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,8509c19ccb5edcb7ae3df7bdf516ee5866ec9bb10048c27246956dd76c4ac124
scopus-final-integration-corrected-v2.0,SIVF-0adceedb76ba286a255385c7,1,base_eligible_v4:5966d1a884499670acf2,5966d1a884499670acf2,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.4018/979-8-3693-6577-9.ch009,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,80a85e2d8f7308b61baa8e061ff69fcf877f587543ebdf60a7f499155f63efd4
scopus-final-integration-corrected-v2.0,SIVF-0c5a43b0961a0b04cf7774fa,1,scopus_increment:sci_7924be52acf88877d8df,sci_7924be52acf88877d8df,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.1002/lary.70635,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,fd1be98617063a93a6b6f4128b4312383f339f4cb32f292e861ab30ed619ce77
scopus-final-integration-corrected-v2.0,SIVF-0c8a489260ca51f4b8257303,1,base_eligible_v4:594824ec9813877abe34,594824ec9813877abe34,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-025-06756-0,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,826f351c5b5915c709e9c9150c8ddf5f2ce7ba4c3a960c6d983cff216ebe3e58
scopus-final-integration-corrected-v2.0,SIVF-0ce51c02757f91ea89d78f07,1,base_eligible_v4:654de90417901825feeb,654de90417901825feeb,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.12771/emj.2025.00787,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,6ea38122ed5fc025644c3a20bd5ad01d6605c5340a82936d3b884d0aed8793bc
scopus-final-integration-corrected-v2.0,SIVF-0d842a1da75edb5cba97e3e1,1,base_eligible_v4:6cf6dbf3648bde45720a,6cf6dbf3648bde45720a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3800645.3813015,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,d93dc8a8818c63197870fe89f85e652dde36bf71787a9dea3cacb8da845a78cf
scopus-final-integration-corrected-v2.0,SIVF-0e65ce37de72a9514f3ee8c5,1,base_eligible_v4:26de74e3debea64ac297,26de74e3debea64ac297,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3774398.3811613,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,7ba8d28f60b73809f43fe4b291ebe668f064040d3a0e9e969673eaa8548b3a3b
scopus-final-integration-corrected-v2.0,SIVF-0f0da93f8b86a5a265695597,1,base_eligible_v4:72c30900482428bf1e49,72c30900482428bf1e49,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3715070.3749250,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b167b397923e141573bba1aa2b3732a057d7308239130a5c2516c66e1d20a96f
scopus-final-integration-corrected-v2.0,SIVF-0f382aec592e6c7ad76ae639,1,base_eligible_v4:5116aab375eedc896bfd,5116aab375eedc896bfd,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.20517/2347-9264.2024.102,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1f6637cfa8210939b70885f05f5f09b0f1ab2cef71bf75fef3de7b7cdff34d8c
scopus-final-integration-corrected-v2.0,SIVF-0fab4f72f14b51e9b7f888a0,1,base_eligible_v4:669cbda7d16ac3f32155,669cbda7d16ac3f32155,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.nedt.2026.107217,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5b9d22c3ed8f5d93e1cd327ed687ba3b833b89e3f114a19379f44a45bd98ed90
scopus-final-integration-corrected-v2.0,SIVF-0ff7976cde01599ecc4a8f59,1,base_eligible_v4:633dafafd7b2de3e7ad0,633dafafd7b2de3e7ad0,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.radi.2024.02.015,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,30727cb5f36906a3f83708463267ea2b9c75f117ca8a3c4d1b3968fa28926606
scopus-final-integration-corrected-v2.0,SIVF-101004fe78717b81664af052,3,base_eligible_v4:18f9eaf414ec69e25aad,18f9eaf414ec69e25aad,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the preprint and repository record.,https://doi.org/10.2196/81271,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,f3a854ce81ced38e31ec8b00fac7e2f9f9c35760fe4527675bffb652fcee44e8
scopus-final-integration-corrected-v2.0,SIVF-102a8a5e6eab2d869f82500c,1,base_eligible_v4:319d5b791f54df181b23,319d5b791f54df181b23,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fdgth.2026.1805454,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,473a2d2477d2451af04531ec8fc23ed947549fd4992ea168cd1bc8aab08550d8
scopus-final-integration-corrected-v2.0,SIVF-1039477d7004a21fba9e0f89,1,base_eligible_v4:180163049fadb98a0ef8,180163049fadb98a0ef8,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1124/jpet.220.950860,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,84fc48f6561ce3df43813631f25e0dcc5d3c04c7559b1a52aa7dee3bcadab390
scopus-final-integration-corrected-v2.0,SIVF-114928cd9a860796a2f19ac5,1,base_eligible_v4:07d462beafe4d21ba016,07d462beafe4d21ba016,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-026-09709-3,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5d7144927648d5c9ac412b4fa273efcdfeb54cab92cfa74c0b30d8acb2e4bfb4
scopus-final-integration-corrected-v2.0,SIVF-11548bc0805193a2d3dddfb3,1,base_eligible_v4:58483951ebaed609e26a,58483951ebaed609e26a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/ime4040039,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,41969e35d946ece2bf60c683afe1a3879f96ba7a5890f4c5bcb0357e8ba246c4
scopus-final-integration-corrected-v2.0,SIVF-11866b929748f7135cfc760b,1,base_eligible_v4:a2fb845a99fa4f6e080c,a2fb845a99fa4f6e080c,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.25258/ijddt.16.2.1,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,25744e1d0f468e9cdf0e3418adb9d65eec5e896705da91d49d48198bf08bd97e
scopus-final-integration-corrected-v2.0,SIVF-128e5e826967f73f8567b132,1,base_eligible_v4:eb8b75c75edacbfa547b,eb8b75c75edacbfa547b,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2024.1504532,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b8db6ffcb44407e5de7da54ee376d2f41fd7489347eda319df3d5cb12b7a677a
scopus-final-integration-corrected-v2.0,SIVF-13c0e837fcbe78c3303f8765,1,base_eligible_v4:beedb370b817079634f7,beedb370b817079634f7,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1016/j.ijnurstu.2026.105484,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,cccb35a666e2a981a8dd1342b6c3711892761c45d507f3c61b941779a1166716
scopus-final-integration-corrected-v2.0,SIVF-146364b7f59491f6c98a8b0f,1,scopus_increment:sci_a8f02e0b2a448efff5e6,sci_a8f02e0b2a448efff5e6,scopus_increment,only_eligible_version,"This is the only eligible publication version confirmed for this scholarly work, so it is retained for analysis.",https://doi.org/10.3390/bs15121660,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,b0da301173eb968d110fc8179bbd227a5b63a2b35f8c4f76b8de0181dc0fc2a5
scopus-final-integration-corrected-v2.0,SIVF-14665f2458a688cf2651ccb0,1,base_eligible_v4:31f58d5793ca1ef590ea,31f58d5793ca1ef590ea,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.3389/fmed.2026.1894820,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,c90f111b2e7e60cfd1f992a8d68da225fa4005eff9d2670470df38315dea08fd
scopus-final-integration-corrected-v2.0,SIVF-153425373e25b521d482c528,1,base_eligible_v4:ba93136b38c9a66d059f,ba93136b38c9a66d059f,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1097/xcs.0000000000001505,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,7cc3a837ddd8de08710d052ba9ba3f998e761860bebbd205d45c2ac96323f592
scopus-final-integration-corrected-v2.0,SIVF-155764b92dc59e44465e2c98,1,base_eligible_v4:67e2860b474712736027,67e2860b474712736027,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1101/2024.06.05.24308467,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1893a37575f501ba1a6a6bc13a44f8ad5b20a05695bb2a3329a882ca413af6b2
scopus-final-integration-corrected-v2.0,SIVF-17443c5d94e46724f6d6a75c,1,base_eligible_v4:8ad0258644c0c312a7d8,8ad0258644c0c312a7d8,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1002/jdd.70014,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,7b211c2f834d3a551e58ec1807b045435b4a7cb0f8722c946a9d8f2ffb6e7ffe
scopus-final-integration-corrected-v2.0,SIVF-17fb4fa0d971c9072882cebe,1,base_eligible_v4:0aad164402f8e4deea3b,0aad164402f8e4deea3b,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1186/s12909-026-08815-6,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,e5784e1a5733c374093632a37757fbc78312b081bf1d595a1fed7c9266326e34
scopus-final-integration-corrected-v2.0,SIVF-186d63592cce2ca0a8a09cc3,1,base_eligible_v4:f1b256cdccd6208d0cc8,f1b256cdccd6208d0cc8,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.24018/ejedu.2026.7.2.70159,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,07443ed4924af57456211bec86bdd39fb5c4db1881a321e98f8c52a936f717ab
scopus-final-integration-corrected-v2.0,SIVF-187d38c1e7fd16cd9eda722f,2,base_eligible_v4:64a85483f87115653128,64a85483f87115653128,base_eligible_v4,final_most_complete_publication,The peer-reviewed journal article is the final and most complete eligible publication and is preferred over the linked preprint version.,https://doi.org/10.2196/58623,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,8fac23edd267e8505c4c09de5152d187a77859ab0e94c7d13105657e76cda447
scopus-final-integration-corrected-v2.0,SIVF-19234ba6ccd3e69d61a9beb1,1,base_eligible_v4:fbcfe4a5c41e518e74ba,fbcfe4a5c41e518e74ba,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.26689/jcer.v10i1.13246,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,225adb8aafb0444167b71c41a9b3f55128649476b91882dee2a1a6b4119cffd2
scopus-final-integration-corrected-v2.0,SIVF-1a7b5bd9b3b2f0a5e061ee49,1,base_eligible_v4:e73b99fafd0009a6e927,e73b99fafd0009a6e927,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/iej.14277,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,58e378bea0b5e2ec7dba5e2295630767d21787e5fcbcd260c298302317d29a82
scopus-final-integration-corrected-v2.0,SIVF-1a882f987bb7955a5f21ee3f,1,base_eligible_v4:425ec6ee2ca714b7434a,425ec6ee2ca714b7434a,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1109/ichi69079.2026.00249,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,56a2212ee0d225a4eed6f6aefca56e78007b21c459fd54d0a588c64ec6d33a0f
scopus-final-integration-corrected-v2.0,SIVF-1bc83f74af93ca30d80a3e43,1,base_eligible_v4:5d6128771afb1cccb251,5d6128771afb1cccb251,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1111/medu.15711,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,f1d5a1b53b6dee4cafb2fcc9e83afd0e4de4048d477f0bc560f9d939d7bc1a31
scopus-final-integration-corrected-v2.0,SIVF-1bd7e21030f675eaaf4aa81e,1,base_eligible_v4:4fdab8147c5288a598e6,4fdab8147c5288a598e6,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.2196/92016,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,5c5ec5e2f18d811e6c22bd1f44afe90c59e93bb8147f318b663dc99eeae62167
scopus-final-integration-corrected-v2.0,SIVF-1d876343c09384ee163f245d,1,base_eligible_v4:ed23e4c8ee00516d2110,ed23e4c8ee00516d2110,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.1145/3757450,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,7cbcb16b2248328f31c082c28e8fe4c44a14018f4d9d263245496c33e5aafdf8
scopus-final-integration-corrected-v2.0,SIVF-1e19c064cec91f28630eaf96,1,base_eligible_v4:50e4613efeaaadc861f8,50e4613efeaaadc861f8,base_eligible_v4,only_eligible_version,"This is the only eligible version identified for this scholarly work, so it is retained for analysis.",https://doi.org/10.55834/halmj.7878619852,GPT-5.6 Sol version reviewer,2026-08-16T22:25:35Z,1399d1bf9502821b56c1919c4be9251998f52da659ba09e5449f0a06268d6ddc
