section,measure,category,count,denominator,percent,value,value_text,unit,denominator_definition,response_type,work_ids,note
Selection flow,Stage count,Occurrences entering duplicate handling,9569,not applicable,,,,stage-specific records or works,all five-source occurrences plus Scopus occurrences remaining after its cutoff check; this is not a claim that every primary-source occurrence was already date-eligible,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Automatically merged duplicate occurrences,5179,not applicable,,,,stage-specific records or works,within-source and cross-source records merged by fixed automatic identity rules,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Records after automatic duplicate merging,4390,not applicable,,,,stage-specific records or works,records after automatic duplicate handling,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Separately confirmed same-record merges,10,not applicable,,,,stage-specific records or works,additional identity matches confirmed separately,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Unique bibliographic records after deduplication,4380,not applicable,,,,stage-specific records or works,records after automatic and separately checked duplicate handling,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Records outside the four-domain candidate frame,461,not applicable,,,,stage-specific records or works,records not entering model review,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Candidate records reviewed by both models,3919,not applicable,,,,stage-specific records or works,all records receiving two independent decisions,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Separate source checks: direct include/exclude decisions,477,not applicable,,,,stage-specific records or works,directly different include/exclude decisions checked against available sources,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Separate source checks: one or both decisions uncertain,84,not applicable,,,,stage-specific records or works,records with at least one uncertain decision checked against available sources,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Separate source checks: exclusion reason differed,525,not applicable,,,,stage-specific records or works,agreed exclusions whose primary reason differed and was resolved,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,All separately resolved review records,1086,not applicable,,,,stage-specific records or works,union of the three mutually exclusive review-resolution groups,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Records excluded after resolution,3372,not applicable,,,,stage-specific records or works,one final primary reason per excluded candidate,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Eligible publication records,547,not applicable,,,,stage-specific records or works,eligible records before publication-version consolidation,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Alternate publication versions,62,not applicable,,,,stage-specific records or works,eligible publication records linked to another report of the same scholarly work,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Stage count,Canonical unique works,485,not applicable,,,,stage-specific records or works,one preferred publication per reviewed work family,stage-specific count; side checks are not serial losses,,The unit and relationship to the main flow are stated explicitly.
Selection flow,Final primary exclusion reason,No explicit large or generative language model,1227,3919,31.3,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E1_NOT_LLM; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,"Not health-professions education, training or assessment",502,3919,12.8,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E2_NOT_HEALTH_ED; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Simulation-based education absent or peripheral,433,3919,11.0,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E3_NOT_SIMULATION; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Clinical use without a simulation-training purpose,629,3919,16.1,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E4_CLINICAL_ONLY; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Ineligible or inadequately reported publication type,573,3919,14.6,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E5_INELIGIBLE_TYPE; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Outside the date range,4,3919,0.1,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E6_OUT_OF_RANGE; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Not assessable from available English information,1,3919,<0.1%,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E7_NOT_ASSESSABLE_IN_ENGLISH; reason counts reconcile to all excluded records.
Selection flow,Final primary exclusion reason,Other stated reason,3,3919,<0.1%,,,candidate records,all candidate records before resolution,one primary reason per final excluded record,,Screening code E9_OTHER; reason counts reconcile to all excluded records.
